Datum;Liga;Typ;Runde;Heim;Gast;Spielort_Name;Straße;PLZ;Ort;Latitude;Longitude;Quelle
2025-10-18 14:00:00;DSG LIGA;Männer;7. Runde;DSG Südtirol 07;Dsg Cover-Direct SC;Red Star Auto;Kendlerstrasse 38;1160;Wien;48.20384;16.309532;https://www.oefb.at/bewerbe/Spiel/3871268/?DSG-Suedtirol-07-vs-Dsg-Cover-Direct-SC
2025-10-18 14:15:00;Oberliga B;Männer;8. Runde;UFK Schwemm;Torin Adler;Union Landhaus;Jochbergengasse;1210;Wien;48.279498;16.40318;https://www.oefb.at/bewerbe/Spiel/3882443/?UFK-Schwemm-vs-Torin-Adler
2025-10-18 14:15:00;2. Landesliga;Männer;10. Runde;SV Essling;DSV Fortuna 05;Essling;Kirschenallee 2-4;1220;Wien;48.214036;16.519334;https://www.oefb.at/bewerbe/Spiel/3913308/?SV-Essling-vs-DSV-Fortuna-05
2025-10-18 14:15:00;Oberliga B;Männer;8. Runde;Süssenbrunn;Marianum;Süssenbrunn;Pehamg. 6;1220;Wien;48.277874;16.491976;https://www.oefb.at/bewerbe/Spiel/3882418/?Suessenbrunn-vs-Marianum
2025-10-18 14:15:00;Oberliga A;Männer;8. Runde;Triester;Ober St.Veit;Gem.Wien 10, Eibesbrunnerg.;Eibesbrunnergasse 13;1100;Wien;48.16619991249413;16.336755752563477;https://www.oefb.at/bewerbe/Spiel/3881974/?Triester-vs-Ober-St-Veit
2025-10-18 14:30:00;ADMIRAL 2. Liga;Männer;10. Runde;FAC Wien;FC Liefering;FAC-Platz;Hopfengasse 8;1210;Wien;48.269916;16.3925;https://www.oefb.at/bewerbe/Spiel/3886042/?FAC-Wien-vs-FC-Liefering
2025-10-18 14:30:00;Oberliga A Reserve;Männer;8. Runde;Kalksburg-Rodaun;Gradisce;Kalksburg;Zangerlestraße;1230;Wien;48.136474;16.22808;https://www.oefb.at/bewerbe/Spiel/3882014/?Kalksburg-Rodaun-vs-Gradisce
2025-10-18 15:00:00;2. Landesliga;Männer;10. Runde;A11 - R.Oberlaa;SC Mannswörth;Rapid Oberlaa;Franzosenweg 34;1100;Wien;48.139637;16.38679;https://www.oefb.at/bewerbe/Spiel/3913241/?A11-R-Oberlaa-vs-SC-Mannswoerth
2025-10-18 15:00:00;Regionalliga Ost;Männer;12. Runde;SR Donaufeld;SG Kremser SC / Rehberg KM I;Donaufeld;Nordmanngasse 24;1210;Wien;48.250543;16.418322;https://www.oefb.at/bewerbe/Spiel/3920444/?SR-Donaufeld-vs-SG-Kremser-SC-Rehberg-KM-I
2025-10-18 15:00:00;2. Frauen Bundesliga;Frauen;9. Runde;Wiener Sport-Club;FC Pinzgau Saalfelden;Trainingszentrum Wr. Sportklub;Erdbrustgasse 4-18;1160;Wien;48.215234;16.303975;https://www.oefb.at/oefb/Spiel/3877725/?Wiener-Sport-Club-vs-FC-Pinzgau-Saalfelden
2025-10-18 15:15:00;1. Klasse B;Männer;8. Runde;WBC-IX;Austria XVII;Siemens;Heinrich v. Buol-Gasse 3;1210;Wien;48.263364;16.423125;https://www.oefb.at/bewerbe/Spiel/3885005/?WBC-IX-vs-Austria-XVII
2025-10-18 15:15:00;Oberliga A;Männer;8. Runde;FC Bhf. Favoriten;Wiener Akademik;Rax-Platz;Raxstr. 3;1100;Wien;48.165093;16.365973;https://www.oefb.at/bewerbe/Spiel/3882109/?FC-Bhf-Favoriten-vs-Wiener-Akademik
2025-10-18 15:30:00;Wiener Stadtliga;Männer;10. Runde;LAC-Inter;Hellas Kagran;LAC;Baumg. 87;1030;Wien;48.19099;16.408953;https://www.oefb.at/bewerbe/Spiel/3873569/?LAC-Inter-vs-Hellas-Kagran
2025-10-18 15:45:00;1. Klasse A;Männer;8. Runde;ASK Erlaa Torpedo 03;Margaretner AC;ASK Erlaa;Meischlgasse 26;1230;Wien;48.141549296954906;16.3216495513916;https://www.oefb.at/bewerbe/Spiel/3884658/?ASK-Erlaa-Torpedo-03-vs-Margaretner-AC
2025-10-18 15:45:00;DSG Oberliga B;Männer;7. Runde;DSG Lokomotive Döbling;DSG Inter Leopoldau;Fortuna 05;Krottenbachstr. 53;1190;Wien;48.240363;16.335761;https://www.oefb.at/bewerbe/Spiel/3871589/?DSG-Lokomotive-Doebling-vs-DSG-Inter-Leopoldau
2025-10-18 16:00:00;Wiener Stadtliga;Männer;10. Runde;1.Simmeringer SC;SV Gerasdorf Stammersdorf;Simmering;Simmeringer Hauptstr. 207-211;1110;Wien;48.165064;16.425843;https://www.oefb.at/bewerbe/Spiel/3873371/?1-Simmeringer-SC-vs-SV-Gerasdorf-Stammersdorf
2025-10-18 16:00:00;DSG 1. Klasse A;Männer;7. Runde;DSG Latino Vienna City S.K.;Dsg Neulandschule;Leopoldau;Eipeldauerstr. 6;1210;Wien;48.262302;16.435964;https://www.oefb.at/bewerbe/Spiel/3872228/?DSG-Latino-Vienna-City-S-K-vs-Dsg-Neulandschule
2025-10-18 16:00:00;Oberliga B;Männer;8. Runde;SC Großfeld;FCJ Alt-Ottakring;Großfeld;Julius Ficker Str.;1210;Wien;48.265404;16.443979;https://www.oefb.at/bewerbe/Spiel/3882555/?SC-Grossfeld-vs-FCJ-Alt-Ottakring
2025-10-18 16:00:00;Wiener Stadtliga;Männer;10. Runde;Austria XIII Auhof Center;FC Stadlau;Kinkplatz - Austria 13;Kinkplatz;1140;Wien;48.199991;16.276404;https://www.oefb.at/bewerbe/Spiel/3873463/?Austria-XIII-Auhof-Center-vs-FC-Stadlau
2025-10-18 16:00:00;Wiener Frauen Landesliga;Frauen;8. Runde;SU Schönbrunn;USC Landhaus 1b;Sportunion Schönbrunn;Hervicusg. 13-15;1120;Wien;48.166628;16.304792;https://www.oefb.at/bewerbe/Spiel/3877950/?SU-Schoenbrunn-vs-USC-Landhaus-1b
2025-10-18 16:00:00;2. Landesliga;Männer;10. Runde;NAC;ASV 13;NAC;Grinzinger Straße 111;1190;Wien;48.254256;16.360667;https://www.oefb.at/bewerbe/Spiel/3912862/?NAC-vs-ASV-13
2025-10-18 16:00:00;1. Klasse B Reserve;Männer;8. Runde;FC Brigittenau;Elite;WAF Gruabn;Meldemannstr. 13;1200;Wien;48.239916;16.377702;https://www.oefb.at/bewerbe/Spiel/3884817/?FC-Brigittenau-vs-Elite
2025-10-18 16:00:00;Frauen 1. Klasse;Frauen;8. Runde;Altera Porta 1b;Mariahilf 1b;Staw-Platz / KSV-Platz;Rustenschacher Allee 3-5;1020;Wien;48.209699;16.399002;https://www.oefb.at/bewerbe/Spiel/3878168/?Altera-Porta-1b-vs-Mariahilf-1b
2025-10-18 16:00:00;Frauen 1. Klasse;Frauen;8. Runde;SC Pötzleinsdorf;USC Landhaus 1c;First Vienna Football Campus;Spielmanng. 8;1200;Wien;48.242739;16.370454;https://www.oefb.at/bewerbe/Spiel/3878180/?SC-Poetzleinsdorf-vs-USC-Landhaus-1c
2025-10-18 16:00:00;DSG Unterliga A;Männer;7. Runde;DSG Südtirol 16;DSG Porzelona;Red Star Auto;Kendlerstrasse 38;1160;Wien;48.20384;16.309532;https://www.oefb.at/bewerbe/Spiel/3871951/?DSG-Suedtirol-16-vs-DSG-Porzelona
2025-10-18 16:15:00;DSG Reserve;Männer;7. Runde;DSG Vienna Internationals;DSG Dynama*Dynamo Donau FC;Staw-Platz / KSV-Platz;Rustenschacher Allee 3-5;1020;Wien;48.209699;16.399002;https://www.oefb.at/bewerbe/Spiel/3872579/?DSG-Vienna-Internationals-vs-DSG-Dynama-Dynamo-Donau-FC
2025-10-18 16:15:00;2. Landesliga;Männer;10. Runde;Columbia Floridsdorf;TWL Elektra 1b;Columbia;Überfuhrstraße 2b;1210;Wien;48.269294;16.38053;https://www.oefb.at/bewerbe/Spiel/3913221/?Columbia-Floridsdorf-vs-TWL-Elektra-1b
2025-10-18 16:30:00;Wiener Frauen Landesliga;Frauen;8. Runde;Essling;Wiener Viktoria;Essling;Kirschenallee 2-4;1220;Wien;48.214036;16.519334;https://www.oefb.at/bewerbe/Spiel/3877946/?Essling-vs-Wiener-Viktoria
2025-10-18 17:00:00;DSG Reserve;Männer;7. Runde;DSG Pötzleinsdorf 1.SC;DSG Spice Balls All Stars;First Vienna Football Campus;Spielmanng. 8;1200;Wien;48.242739;16.370454;https://www.oefb.at/bewerbe/Spiel/3872619/?DSG-Poetzleinsdorf-1-SC-vs-DSG-Spice-Balls-All-Stars
2025-10-18 17:00:00;Wiener Frauen Landesliga;Frauen;8. Runde;Wiener Sport-Club 1b;SK Rapid 1b;Trainingszentrum Wr. Sportklub;Erdbrustgasse 4-18;1160;Wien;48.215234;16.303975;https://www.oefb.at/bewerbe/Spiel/3877958/?Wiener-Sport-Club-1b-vs-SK-Rapid-1b
2025-10-18 18:00:00;1. Klasse A;Männer;8. Runde;Penzinger SV;Mariahilf;Kinkplatz - Austria 13;Kinkplatz;1140;Wien;48.199991;16.276404;https://www.oefb.at/bewerbe/Spiel/3884390/?Penzinger-SV-vs-Mariahilf
2025-10-18 18:00:00;Oberliga B;Männer;8. Runde;SR Donaufeld 1b;1210 Wien;Donaufeld;Nordmanngasse 24;1210;Wien;48.250543;16.418322;https://www.oefb.at/bewerbe/Spiel/3882503/?SR-Donaufeld-1b-vs-1210-Wien
2025-10-18 18:00:00;DSG 1. Klasse A;Männer;7. Runde;DSG Roter Stern;Dsg T.Hietzing;Red Star Auto;Kendlerstrasse 38;1160;Wien;48.20384;16.309532;https://www.oefb.at/bewerbe/Spiel/3872229/?DSG-Roter-Stern-vs-Dsg-T-Hietzing
2025-10-18 18:00:00;DSG LIGA;Männer;7. Runde;DSG Wolf Park Rangers;DSG Semper Victoria;Fortuna 05;Krottenbachstr. 53;1190;Wien;48.240363;16.335761;https://www.oefb.at/bewerbe/Spiel/3871345/?DSG-Wolf-Park-Rangers-vs-DSG-Semper-Victoria
2025-10-18 18:00:00;DSG 1. Klasse B;Männer;7. Runde;DSG Wien West;Dsg Dynamo Döbling;Schmelz;Auf der Schmelz 10;1150;Wien;48.204006;16.320261;https://www.oefb.at/bewerbe/Spiel/3872339/?DSG-Wien-West-vs-Dsg-Dynamo-Doebling
2025-10-18 18:00:00;1. Klasse A Reserve;Männer;8. Runde;FC Eintracht Wien;Srbija Wien;Stadlau;Erzherzog Karl Str. 108;1220;Wien;48.230244;16.450798;https://www.oefb.at/bewerbe/Spiel/3884674/?FC-Eintracht-Wien-vs-Srbija-Wien
2025-10-18 18:00:00;1. Klasse B;Männer;8. Runde;FC Brigittenau;Elite;WAF Gruabn;Meldemannstr. 13;1200;Wien;48.239916;16.377702;https://www.oefb.at/bewerbe/Spiel/3884845/?FC-Brigittenau-vs-Elite
2025-10-18 18:01:00;DSG Unterliga B;Männer;7. Runde;DSG Vienna Falcons;DSG Play Together Now;Marswiese;Neuwaldegger Str. 57a;1170;Wien;48.240031;16.277565;https://www.oefb.at/bewerbe/Spiel/3872048/?DSG-Vienna-Falcons-vs-DSG-Play-Together-Now
2025-10-18 19:00:00;DSG 1. Klasse A;Männer;7. Runde;DSG Pötzleinsdorf 1.SC;DSG PlayTogetherNow Funs;First Vienna Football Campus;Spielmanng. 8;1200;Wien;48.242739;16.370454;https://www.oefb.at/bewerbe/Spiel/3872129/?DSG-Poetzleinsdorf-1-SC-vs-DSG-PlayTogetherNow-Funs
2025-10-18 20:00:00;1. Klasse A Reserve;Männer;8. Runde;Penzinger SV;Mariahilf;Kinkplatz - Austria 13;Kinkplatz;1140;Wien;48.199991;16.276404;https://www.oefb.at/bewerbe/Spiel/3884501/?Penzinger-SV-vs-Mariahilf
2025-10-18 20:00:00;DSG Unterliga A;Männer;7. Runde;DSG Torpedo Wien;DSG Spice Balls All Stars;Red Star Auto;Kendlerstrasse 38;1160;Wien;48.20384;16.309532;https://www.oefb.at/bewerbe/Spiel/3871976/?DSG-Torpedo-Wien-vs-DSG-Spice-Balls-All-Stars
2025-10-18 20:00:00;1. Klasse A;Männer;8. Runde;FC Eintracht Wien;Srbija Wien;Stadlau;Erzherzog Karl Str. 108;1220;Wien;48.230244;16.450798;https://www.oefb.at/bewerbe/Spiel/3884462/?FC-Eintracht-Wien-vs-Srbija-Wien
2025-10-18 20:00:00;DSG Reserve;Männer;7. Runde;DSG Vienna Vibes;DSG Meetup United;Wienerberg Arena;Computerstr. 3;1100;Wien;48.157919;16.3396;https://www.oefb.at/bewerbe/Spiel/3872583/?DSG-Vienna-Vibes-vs-DSG-Meetup-United
2025-10-18 20:15:00;DSG Oberliga A;Männer;7. Runde;DSG Rudell SKF;DSG Großglockner Falken;LAC;Baumg. 87;1030;Wien;48.19099;16.408953;https://www.oefb.at/bewerbe/Spiel/3871444/?DSG-Rudell-SKF-vs-DSG-Grossglockner-Falken
2025-10-18 20:16:00;DSG 2. Klasse A;Männer;7. Runde;DSG Real Döbling;DSG Porzelona Future Team;Fortuna 05;Krottenbachstr. 53;1190;Wien;48.240363;16.335761;https://www.oefb.at/bewerbe/Spiel/3872393/?DSG-Real-Doebling-vs-DSG-Porzelona-Future-Team
2025-10-19 09:00:00;Oberliga A Reserve;Männer;8. Runde;FK Adige;Inzersdorf;LAC;Baumg. 87;1030;Wien;48.19099;16.408953;https://www.oefb.at/bewerbe/Spiel/3882040/?FK-Adige-vs-Inzersdorf
2025-10-19 09:45:00;Frauen Future League;Frauen;10. Runde;Young Violets Austria Wien U20;AKA Vorarlberg – SCR Altach;Austria Mädchen AKA Haidestraße;Haidestraße 8a;1110;Wien;48.176498;16.437126;https://www.oefb.at/oefb/Spiel/3877764/?Young-Violets-Austria-Wien-U20-vs-AKA-Vorarlberg-%E2%80%93-SCR-Altach
2025-10-19 10:00:00;DSG Unterliga A;Männer;7. Runde;DSG Milord BLANCO FC;DSG Dynamo Deluxe;Stadlau;Erzherzog Karl Str. 108;1220;Wien;48.230244;16.450798;https://www.oefb.at/bewerbe/Spiel/3871977/?DSG-Milord-BLANCO-FC-vs-DSG-Dynamo-Deluxe
2025-10-19 10:00:00;DSG Oberliga B;Männer;7. Runde;Dsg Hetzendorf;DSG Eventus Wien;Sportunion Schönbrunn;Hervicusg. 13-15;1120;Wien;48.166628;16.304792;https://www.oefb.at/bewerbe/Spiel/3871585/?Dsg-Hetzendorf-vs-DSG-Eventus-Wien
2025-10-19 10:00:00;1. Klasse A;Männer;8. Runde;ESV Ottakring;Polska;Slovan HAC;Steinbruchstr. 5a;1140;Wien;48.204405;16.305012;https://www.oefb.at/bewerbe/Spiel/3884613/?ESV-Ottakring-vs-Polska
2025-10-19 10:00:00;Wiener Frauen Landesliga;Frauen;8. Runde;Dynama*Dynamo Donau FC;First Vienna FC 1894 1c;First Vienna Football Campus;Spielmanng. 8;1200;Wien;48.242739;16.370454;https://www.oefb.at/bewerbe/Spiel/3877934/?Dynama-Dynamo-Donau-FC-vs-First-Vienna-FC-1894-1c
2025-10-19 10:00:00;DSG Unterliga B;Männer;7. Runde;DSG Kasnudl Athletic Club;DSG LGV Wien;Red Star Auto;Kendlerstrasse 38;1160;Wien;48.20384;16.309532;https://www.oefb.at/bewerbe/Spiel/3872020/?DSG-Kasnudl-Athletic-Club-vs-DSG-LGV-Wien
2025-10-19 10:15:00;2. Landesliga;Männer;10. Runde;Gersthofer SV;Kapellerfeld;Gersthof Post III;Schumanng. 105;1170;Wien;48.225324870552456;16.328420452719126;https://www.oefb.at/bewerbe/Spiel/3913053/?Gersthofer-SV-vs-Kapellerfeld
2025-10-19 10:30:00;2. Landesliga;Männer;10. Runde;Maccabi Wien;SC Ostbahn XI;Körner Trainingszentrum powered by Varta;Josef Fritsch Weg 2-4;1020;Wien;48.207304;16.428909;https://www.oefb.at/bewerbe/Spiel/3912975/?Maccabi-Wien-vs-SC-Ostbahn-XI
2025-10-19 11:00:00;Oberliga B;Männer;8. Runde;Aspern;KSC / FCB Donaustadt;Aspern;Biberhaufenweg 18;1220;Wien;48.214871;16.48207;https://www.oefb.at/bewerbe/Spiel/3882515/?Aspern-vs-KSC-FCB-Donaustadt
2025-10-19 11:00:00;Oberliga B;Männer;8. Runde;Gartenstadt;Marswiese;ASKÖ XX;Hopsagasse 5;1200;Wien;48.247288;16.371731;https://www.oefb.at/bewerbe/Spiel/3882572/?Gartenstadt-vs-Marswiese
2025-10-19 11:00:00;Oberliga A;Männer;8. Runde;FK Adige;Inzersdorf;LAC;Baumg. 87;1030;Wien;48.19099;16.408953;https://www.oefb.at/bewerbe/Spiel/3881977/?FK-Adige-vs-Inzersdorf
2025-10-19 11:30:00;Oberliga B Reserve;Männer;8. Runde;Hirschstetten;Royal Persia;WFV-22 Hirschstetten;Oberfeldgasse 41;1220;Wien;48.241394;16.473635;https://www.oefb.at/bewerbe/Spiel/3882448/?Hirschstetten-vs-Royal-Persia
2025-10-19 11:30:00;Oberliga A;Männer;8. Runde;Kurdroj;Wiener Sport-Club 1b;Polizei Sportanlage;Dampfschiffhaufen;1220;Wien;48.221112;16.430898;https://www.oefb.at/bewerbe/Spiel/3882227/?Kurdroj-vs-Wiener-Sport-Club-1b
2025-10-19 12:00:00;Frauen 2. Klasse ;Frauen;8. Runde;DSG Los Andes FC;ASK Erlaa Torpedo 03 1b;Stadlau;Erzherzog Karl Str. 108;1220;Wien;48.230244;16.450798;https://www.oefb.at/bewerbe/Spiel/3885425/?DSG-Los-Andes-FC-vs-ASK-Erlaa-Torpedo-03-1b
2025-10-19 12:00:00;Frauen 2. Klasse ;Frauen;8. Runde;FC Hernalser Spartans;Stadlau;Red Star Auto;Kendlerstrasse 38;1160;Wien;48.20384;16.309532;https://www.oefb.at/bewerbe/Spiel/3885489/?FC-Hernalser-Spartans-vs-Stadlau
2025-10-19 12:00:00;Frauen 1. Klasse;Frauen;8. Runde;Dynama*Dynamo Donau FC;Kapellerfeld;First Vienna Football Campus;Spielmanng. 8;1200;Wien;48.242739;16.370454;https://www.oefb.at/bewerbe/Spiel/3878143/?Dynama-Dynamo-Donau-FC-vs-Kapellerfeld
2025-10-19 12:00:00;DSG 1. Klasse B;Männer;7. Runde;DSG Tudi Wien F.C.;DSG Athletik Kalksburg;Wienerberg Arena;Computerstr. 3;1100;Wien;48.157919;16.3396;https://www.oefb.at/bewerbe/Spiel/3872329/?DSG-Tudi-Wien-F-C-vs-DSG-Athletik-Kalksburg
2025-10-19 12:00:00;DSG Unterliga B;Männer;7. Runde;DSG Meetup United;DSG Nepomuk;Nord Wien Platz;Jedlersdorfer Platz 25;1210;Wien;48.28306;16.409595;https://www.oefb.at/bewerbe/Spiel/3872081/?DSG-Meetup-United-vs-DSG-Nepomuk
2025-10-19 12:00:00;1. Klasse A Reserve;Männer;8. Runde;ESV Ottakring;Polska;Slovan HAC;Steinbruchstr. 5a;1140;Wien;48.204405;16.305012;https://www.oefb.at/bewerbe/Spiel/3884606/?ESV-Ottakring-vs-Polska
2025-10-19 12:01:00;DSG 1. Klasse B;Männer;7. Runde;DSG Eurasya;DSG Athletes In Action;FavAC;Kennerg. 3;1100;Wien;48.170987;16.382252;https://www.oefb.at/bewerbe/Spiel/3872264/?DSG-Eurasya-vs-DSG-Athletes-In-Action
2025-10-19 12:30:00;Frauen 1. Klasse;Frauen;8. Runde;ASK Erlaa Torpedo 03;FSC Favoriten;ASK Erlaa;Meischlgasse 26;1230;Wien;48.141549296954906;16.3216495513916;https://www.oefb.at/bewerbe/Spiel/3878175/?ASK-Erlaa-Torpedo-03-vs-FSC-Favoriten
2025-10-19 12:45:00;ADMIRAL Frauen Bundesliga - Grunddurchgang;Frauen;10. Runde;FK Austria Wien;SCR Altach;GENERALI-Arena;Horrplatz 1;1100;Wien;48.1611885;16.3883313;https://www.oefb.at/oefb/Spiel/3877540/?FK-Austria-Wien-vs-SCR-Altach
2025-10-19 12:45:00;ADMIRAL Frauen Bundesliga - Grunddurchgang;Frauen;10. Runde;First Vienna FC 1894;SKN St. Pölten Frauen;Naturarena Hohe Warte;Klabundgasse;1190;Wien;48.247428;16.359464;https://www.oefb.at/oefb/Spiel/3877610/?First-Vienna-FC-1894-vs-SKN-St-Poelten-Frauen
2025-10-19 13:00:00;Oberliga B Reserve;Männer;8. Runde;Gartenstadt;Marswiese;ASKÖ XX;Hopsagasse 5;1200;Wien;48.247288;16.371731;https://www.oefb.at/bewerbe/Spiel/3882534/?Gartenstadt-vs-Marswiese
2025-10-19 13:15:00;Oberliga B Reserve;Männer;8. Runde;Aspern;KSC / FCB Donaustadt;Aspern;Biberhaufenweg 18;1220;Wien;48.214871;16.48207;https://www.oefb.at/bewerbe/Spiel/3882458/?Aspern-vs-KSC-FCB-Donaustadt
2025-10-19 13:30:00;Oberliga B;Männer;8. Runde;Hirschstetten;Royal Persia;WFV-22 Hirschstetten;Oberfeldgasse 41;1220;Wien;48.241394;16.473635;https://www.oefb.at/bewerbe/Spiel/3882402/?Hirschstetten-vs-Royal-Persia
2025-10-19 13:45:00;1. Klasse B;Männer;8. Runde;Vorwärts Wien 2016;Patron Wien;Donaustadt - Gemeinde Wien 22;Am Langen Felde 60;1220;Wien;48.250398;16.449018;https://www.oefb.at/bewerbe/Spiel/3884899/?Vorwaerts-Wien-2016-vs-Patron-Wien
2025-10-19 14:00:00;DSG Oberliga B;Männer;7. Runde;DSG Salzachsturm;DSG Ukraina Wien SKV;Slovan HAC;Steinbruchstr. 5a;1140;Wien;48.204405;16.305012;https://www.oefb.at/bewerbe/Spiel/3871606/?DSG-Salzachsturm-vs-DSG-Ukraina-Wien-SKV
2025-10-19 14:00:00;Oberliga A;Männer;8. Runde;Wacker Wien;Sportunion Mauer 1b;Simmering;Simmeringer Hauptstr. 207-211;1110;Wien;48.165064;16.425843;https://www.oefb.at/bewerbe/Spiel/3882021/?Wacker-Wien-vs-Sportunion-Mauer-1b
2025-10-19 14:00:00;DSG 1. Klasse A;Männer;7. Runde;DSG Vienna Warriors;DSG Alxingergasse;Ostbahn 11;Hasenleitengasse 49;1110;Wien;48.164581;16.419164;https://www.oefb.at/bewerbe/Spiel/3872233/?DSG-Vienna-Warriors-vs-DSG-Alxingergasse
2025-10-19 14:00:00;DSG 1. Klasse B;Männer;7. Runde;DSG Union Latina;DSG Wien Wanderers FC;Nord Wien Platz;Jedlersdorfer Platz 25;1210;Wien;48.28306;16.409595;https://www.oefb.at/bewerbe/Spiel/3872258/?DSG-Union-Latina-vs-DSG-Wien-Wanderers-FC
2025-10-19 14:00:00;"Frauen ""Newcomer"" Liga";Frauen;8. Runde;Dynama*Dynamo Donau FC;Kapellerfeld 1b;First Vienna Football Campus;Spielmanng. 8;1200;Wien;48.242739;16.370454;https://www.oefb.at/bewerbe/Spiel/3885298/?Dynama-Dynamo-Donau-FC-vs-Kapellerfeld-1b
2025-10-19 14:00:00;DSG Unterliga A;Männer;7. Runde;DSG Hernalser Spartans FC;DSG Meidling;Red Star Auto;Kendlerstrasse 38;1160;Wien;48.20384;16.309532;https://www.oefb.at/bewerbe/Spiel/3871926/?DSG-Hernalser-Spartans-FC-vs-DSG-Meidling
2025-10-19 14:00:00;2. Frauen Bundesliga;Frauen;9. Runde;USC Landhaus;SVK Wildcats Elektro Service Fuchs;Union Landhaus;Jochbergengasse;1210;Wien;48.279498;16.40318;https://www.oefb.at/oefb/Spiel/3877635/?USC-Landhaus-vs-SVK-Wildcats-Elektro-Service-Fuchs
2025-10-19 14:00:00;1. Klasse A;Männer;8. Runde;Vienna 2016;Gipsy Kings Vienna;FavAC;Kennerg. 3;1100;Wien;48.170987;16.382252;https://www.oefb.at/bewerbe/Spiel/3884604/?Vienna-2016-vs-Gipsy-Kings-Vienna
2025-10-19 14:10:00;Frauen 1. Klasse;Frauen;8. Runde;Paulaner Wieden;Wiener Viktoria 1b;Staw-Platz / KSV-Platz;Rustenschacher Allee 3-5;1020;Wien;48.209699;16.399002;https://www.oefb.at/bewerbe/Spiel/3878166/?Paulaner-Wieden-vs-Wiener-Viktoria-1b
2025-10-19 15:30:00;Wiener Stadtliga;Männer;10. Runde;FAC Wien Amat.;WAF pinova Telekom;Süssenbrunn;Pehamg. 6;1220;Wien;48.277874;16.491976;https://www.oefb.at/bewerbe/Spiel/3873418/?FAC-Wien-Amat-vs-WAF-pinova-Telekom
2025-10-19 16:00:00;1. Klasse B;Männer;8. Runde;Real Wien;Football ProSchool Vienna;Essling;Kirschenallee 2-4;1220;Wien;48.214036;16.519334;https://www.oefb.at/bewerbe/Spiel/3884769/?Real-Wien-vs-Football-ProSchool-Vienna
2025-10-19 16:00:00;1. Klasse B Reserve;Männer;8. Runde;Vorwärts Wien 2016;Patron Wien;Donaustadt - Gemeinde Wien 22;Am Langen Felde 60;1220;Wien;48.250398;16.449018;https://www.oefb.at/bewerbe/Spiel/3884855/?Vorwaerts-Wien-2016-vs-Patron-Wien
2025-10-19 16:00:00;1. Klasse B;Männer;8. Runde;Bozok Wien;Prater SV;Nord Wien Platz;Jedlersdorfer Platz 25;1210;Wien;48.28306;16.409595;https://www.oefb.at/bewerbe/Spiel/3884829/?Bozok-Wien-vs-Prater-SV
2025-10-19 16:00:00;1. Klasse A Reserve;Männer;8. Runde;Vienna 2016;Gipsy Kings Vienna;FavAC;Kennerg. 3;1100;Wien;48.170987;16.382252;https://www.oefb.at/bewerbe/Spiel/3884421/?Vienna-2016-vs-Gipsy-Kings-Vienna
2025-10-19 16:00:00;DSG Reserve;Männer;7. Runde;DSG Hernalser Spartans FC;DSG Royal Rainer;Red Star Auto;Kendlerstrasse 38;1160;Wien;48.20384;16.309532;https://www.oefb.at/bewerbe/Spiel/3872638/?DSG-Hernalser-Spartans-FC-vs-DSG-Royal-Rainer
2025-10-19 16:00:00;Frauen 1. Klasse;Frauen;8. Runde;DSG Alxingergasse;ASV 13;Rax-Platz;Raxstr. 3;1100;Wien;48.165093;16.365973;https://www.oefb.at/bewerbe/Spiel/3878147/?DSG-Alxingergasse-vs-ASV-13
2025-10-19 16:00:00;DSG 1. Klasse A;Männer;7. Runde;DSG Lokomotive Traisen FC;DSG Lagerwiese;Ostbahn 11;Hasenleitengasse 49;1110;Wien;48.164581;16.419164;https://www.oefb.at/bewerbe/Spiel/3872242/?DSG-Lokomotive-Traisen-FC-vs-DSG-Lagerwiese
2025-10-19 16:15:00;Frauen Future League;Frauen;10. Runde;First Vienna FC 1894 U20;SKN St. Pölten Frauen FL;First Vienna Football Campus;Spielmanng. 8;1200;Wien;48.242739;16.370454;https://www.oefb.at/oefb/Spiel/3877821/?First-Vienna-FC-1894-U20-vs-SKN-St-Poelten-Frauen-FL
2025-10-19 16:30:00;DSG Unterliga A;Männer;7. Runde;DSG Argos United 09;DSG Sektor 17;Franz Koci Anlage;Franz Koci-Straße 1;1100;Wien;48.144813;16.395031;https://www.oefb.at/bewerbe/Spiel/3871929/?DSG-Argos-United-09-vs-DSG-Sektor-17
2025-10-19 17:00:00;ADMIRAL Bundesliga - Grunddurchgang;Männer;10. Runde;SK Rapid;LASK;Allianz Stadion;Gerhard Hanappi Platz 1;1140;Wien;48.197339;16.265628;https://www.oefb.at/bewerbe/Spiel/3865853/?SK-Rapid-vs-LASK
2025-10-19 17:30:00;DSG Oberliga A;Männer;7. Runde;DSG Philadelphia AC;DSG Royal Rainer;Polizei Sportanlage;Dampfschiffhaufen;1220;Wien;48.221112;16.430898;https://www.oefb.at/bewerbe/Spiel/3871506/?DSG-Philadelphia-AC-vs-DSG-Royal-Rainer
2025-10-19 18:00:00;DSG Oberliga A;Männer;7. Runde;DSG Paulaner Wieden;DSG WU Kickers;Staw-Platz / KSV-Platz;Rustenschacher Allee 3-5;1020;Wien;48.209699;16.399002;https://www.oefb.at/bewerbe/Spiel/3871421/?DSG-Paulaner-Wieden-vs-DSG-WU-Kickers
