Datum;Liga;Typ;Runde;Heim;Gast;Spielort_Name;Straße;PLZ;Ort;Latitude;Longitude;Quelle
2026-03-15 23:00:00;2. Landesliga;Männer;18. Runde;A11 - R.Oberlaa;NAC;Rapid Oberlaa;Franzosenweg 34;1100;Wien;48.139637;16.38679;https://www.oefb.at/bewerbe/Spiel/3913150/?A11-R-Oberlaa-vs-NAC
2026-03-15 23:00:00;2. Landesliga;Männer;18. Runde;Sportunion Schönbrunn;ASV 13;Sportunion Schönbrunn;Hervicusg. 13-15;1120;Wien;48.166628;16.304792;https://www.oefb.at/bewerbe/Spiel/3913077/?Sportunion-Schoenbrunn-vs-ASV-13
2026-03-15 23:00:00;Frauen 1. Klasse;Frauen;12. Runde;FSC Favoriten;Altera Porta 1b;Wienerberg Arena;Computerstr. 3;1100;Wien;48.157919;16.3396;https://www.oefb.at/bewerbe/Spiel/3878151/?FSC-Favoriten-vs-Altera-Porta-1b
2026-03-15 23:00:00;2. Landesliga;Männer;18. Runde;SC Ostbahn XI;TWL Elektra 1b;Ostbahn 11;Hasenleitengasse 49;1110;Wien;48.164581;16.419164;https://www.oefb.at/bewerbe/Spiel/3913105/?SC-Ostbahn-XI-vs-TWL-Elektra-1b
2026-03-15 23:00:00;Oberliga B;Männer;14. Runde;Aspern;SR Donaufeld 1b;Aspern;Biberhaufenweg 18;1220;Wien;48.214871;16.48207;https://www.oefb.at/bewerbe/Spiel/3882520/?Aspern-vs-SR-Donaufeld-1b
2026-03-15 23:00:00;Oberliga B;Männer;14. Runde;Torin Adler;Marianum;Ostbahn 11;Hasenleitengasse 49;1110;Wien;48.164581;16.419164;https://www.oefb.at/bewerbe/Spiel/3882253/?Torin-Adler-vs-Marianum
2026-03-15 23:00:00;Frauen 2. Klasse ;Frauen;12. Runde;Altera Porta 1c;ASK Erlaa Torpedo 03 1b;Staw-Platz / KSV-Platz;Rustenschacher Allee 3-5;1020;Wien;48.209699;16.399002;https://www.oefb.at/bewerbe/Spiel/3885444/?Altera-Porta-1c-vs-ASK-Erlaa-Torpedo-03-1b
2026-03-15 23:00:00;Frauen 2. Klasse ;Frauen;12. Runde;DSG Paulaner Wieden 1b;Stadlau;Staw-Platz / KSV-Platz;Rustenschacher Allee 3-5;1020;Wien;48.209699;16.399002;https://www.oefb.at/bewerbe/Spiel/3885422/?DSG-Paulaner-Wieden-1b-vs-Stadlau
2026-03-15 23:00:00;Frauen 2. Klasse ;Frauen;12. Runde;GEPS 21 FC;DSG Los Andes FC;WFV-21 Pichelwangergasse;Pichelwangerg. 3;1210;Wien;48.252577;16.392631;https://www.oefb.at/bewerbe/Spiel/3885407/?GEPS-21-FC-vs-DSG-Los-Andes-FC
2026-03-15 23:00:00;Frauen 2. Klasse ;Frauen;12. Runde;GEPS 20-U18;FC Hernalser Spartans;WFV-21 Pichelwangergasse;Pichelwangerg. 3;1210;Wien;48.252577;16.392631;https://www.oefb.at/bewerbe/Spiel/3885420/?GEPS-20-U18-vs-FC-Hernalser-Spartans
2026-03-15 23:00:00;"Frauen ""Newcomer"" Liga";Frauen;10. Runde;Mariahilf 1c;DSG Los Andes FC 1b;SGP Simmering;Leberstr. 84;1110;Wien;48.1728;16.407439;https://www.oefb.at/bewerbe/Spiel/3885359/?Mariahilf-1c-vs-DSG-Los-Andes-FC-1b
2026-03-15 23:00:00;"Frauen ""Newcomer"" Liga";Frauen;10. Runde;1.Simmeringer SC;GEPS 21 FC 1b;Simmering;Simmeringer Hauptstr. 207-211;1110;Wien;48.165064;16.425843;https://www.oefb.at/bewerbe/Spiel/3885300/?1-Simmeringer-SC-vs-GEPS-21-FC-1b
2026-03-15 23:00:00;"Frauen ""Newcomer"" Liga";Frauen;10. Runde;LAC-Inter;Dynama*Dynamo Donau FC;LAC;Baumg. 87;1030;Wien;48.19099;16.408953;https://www.oefb.at/bewerbe/Spiel/3885370/?LAC-Inter-vs-Dynama-Dynamo-Donau-FC
2026-03-15 23:00:00;Oberliga B;Männer;14. Runde;UFK Schwemm;Gartenstadt;Union Landhaus;Jochbergengasse;1210;Wien;48.279498;16.40318;https://www.oefb.at/bewerbe/Spiel/3882281/?UFK-Schwemm-vs-Gartenstadt
2026-03-15 23:00:00;1. Klasse B;Männer;14. Runde;Patron Wien;RB Jedlesee;WAF Gruabn;Meldemannstr. 13;1200;Wien;48.239916;16.377702;https://www.oefb.at/bewerbe/Spiel/3884977/?Patron-Wien-vs-RB-Jedlesee
2026-03-15 23:00:00;1. Klasse B;Männer;14. Runde;Prater SV;Football ProSchool Vienna;Polizei Sportanlage;Dampfschiffhaufen;1220;Wien;48.221112;16.430898;https://www.oefb.at/bewerbe/Spiel/3884927/?Prater-SV-vs-Football-ProSchool-Vienna
2026-03-15 23:00:00;1. Klasse B;Männer;14. Runde;Teco7 FC;Austria XVII;ASKÖ XX;Hopsagasse 5;1200;Wien;48.247288;16.371731;https://www.oefb.at/bewerbe/Spiel/3885023/?Teco7-FC-vs-Austria-XVII
2026-03-15 23:00:00;1. Klasse B;Männer;14. Runde;Wollers Komet;Real Wien;WAF Gruabn;Meldemannstr. 13;1200;Wien;48.239916;16.377702;https://www.oefb.at/bewerbe/Spiel/3885042/?Wollers-Komet-vs-Real-Wien
2026-03-15 23:00:00;1. Klasse B;Männer;14. Runde;Elite;SC Kopten;Leopoldau;Eipeldauerstr. 6;1210;Wien;48.262302;16.435964;https://www.oefb.at/bewerbe/Spiel/3884805/?Elite-vs-SC-Kopten
2026-03-15 23:00:00;Oberliga B;Männer;14. Runde;KSC / FCB Donaustadt;Marswiese;Donaustadt - Gemeinde Wien 22;Am Langen Felde 60;1220;Wien;48.250398;16.449018;https://www.oefb.at/bewerbe/Spiel/3882553/?KSC-FCB-Donaustadt-vs-Marswiese
2026-03-15 23:00:00;Oberliga B;Männer;14. Runde;FCJ Alt-Ottakring;1210 Wien;Kinkplatz - Austria 13;Kinkplatz;1140;Wien;48.199991;16.276404;https://www.oefb.at/bewerbe/Spiel/3882470/?FCJ-Alt-Ottakring-vs-1210-Wien
2026-03-15 23:00:00;Oberliga B;Männer;14. Runde;Royal Persia;Süssenbrunn;Donau;Weissauweg 1;1220;Wien;48.230013;16.421625;https://www.oefb.at/bewerbe/Spiel/3882556/?Royal-Persia-vs-Suessenbrunn
2026-03-15 23:00:00;1. Klasse B;Männer;14. Runde;FC Brigittenau;WBC-IX;WAF Gruabn;Meldemannstr. 13;1200;Wien;48.239916;16.377702;https://www.oefb.at/bewerbe/Spiel/3884771/?FC-Brigittenau-vs-WBC-IX
2026-03-15 23:00:00;Oberliga B;Männer;14. Runde;Hirschstetten;SC Großfeld;WFV-22 Hirschstetten;Oberfeldgasse 41;1220;Wien;48.241394;16.473635;https://www.oefb.at/bewerbe/Spiel/3882297/?Hirschstetten-vs-SC-Grossfeld
2026-03-15 23:00:00;1. Klasse B;Männer;14. Runde;Vorwärts Wien 2016;Bozok Wien;Donaustadt - Gemeinde Wien 22;Am Langen Felde 60;1220;Wien;48.250398;16.449018;https://www.oefb.at/bewerbe/Spiel/3884710/?Vorwaerts-Wien-2016-vs-Bozok-Wien
2026-03-15 23:00:00;1. Klasse A;Männer;14. Runde;ESV Ottakring;ASK Erlaa Torpedo 03;Slovan HAC;Steinbruchstr. 5a;1140;Wien;48.204405;16.305012;https://www.oefb.at/bewerbe/Spiel/3884632/?ESV-Ottakring-vs-ASK-Erlaa-Torpedo-03
2026-03-15 23:00:00;1. Klasse A;Männer;14. Runde;Polska;FC Eintracht Wien;FavAC;Kennerg. 3;1100;Wien;48.170987;16.382252;https://www.oefb.at/bewerbe/Spiel/3884562/?Polska-vs-FC-Eintracht-Wien
2026-03-15 23:00:00;Oberliga A;Männer;14. Runde;Wiener Akademik;FK Adige;Helfort;Kendlerstr. 42;1160;Wien;48.205946;16.310258;https://www.oefb.at/bewerbe/Spiel/3882076/?Wiener-Akademik-vs-FK-Adige
2026-03-15 23:00:00;Wiener Frauen Landesliga;Frauen;10. Runde;SK Rapid 1b;Dynama*Dynamo Donau FC;Allianz Stadion / Trainingsplätze;Gerhard Hanappi Platz 1;1140;Wien;48.19799058337352;16.265119314193726;https://www.oefb.at/bewerbe/Spiel/3877918/?SK-Rapid-1b-vs-Dynama-Dynamo-Donau-FC
2026-03-15 23:00:00;Wiener Frauen Landesliga;Frauen;10. Runde;Wiener Sport-Club 1b;Essling;Trainingszentrum Wr. Sportklub;Erdbrustgasse 4-18;1160;Wien;48.215234;16.303975;https://www.oefb.at/bewerbe/Spiel/3877890/?Wiener-Sport-Club-1b-vs-Essling
2026-03-15 23:00:00;Wiener Frauen Landesliga;Frauen;10. Runde;Mariahilf;USC Landhaus 1b;SGP Simmering;Leberstr. 84;1110;Wien;48.1728;16.407439;https://www.oefb.at/bewerbe/Spiel/3877947/?Mariahilf-vs-USC-Landhaus-1b
2026-03-15 23:00:00;Wiener Frauen Landesliga;Frauen;10. Runde;First Vienna FC 1894 1c;SU Schönbrunn;First Vienna Football Campus;Spielmanng. 8;1200;Wien;48.242739;16.370454;https://www.oefb.at/bewerbe/Spiel/3877940/?First-Vienna-FC-1894-1c-vs-SU-Schoenbrunn
2026-03-15 23:00:00;Wiener Frauen Landesliga;Frauen;10. Runde;Wiener Viktoria;FC Altera Porta;Wr. Viktoria;Oswaldg. 34;1120;Wien;48.167696;16.324931;https://www.oefb.at/bewerbe/Spiel/3877869/?Wiener-Viktoria-vs-FC-Altera-Porta
2026-03-15 23:00:00;Oberliga A;Männer;14. Runde;FC Bhf. Favoriten;Kalksburg-Rodaun;Rax-Platz;Raxstr. 3;1100;Wien;48.165093;16.365973;https://www.oefb.at/bewerbe/Spiel/3882065/?FC-Bhf-Favoriten-vs-Kalksburg-Rodaun
2026-03-15 23:00:00;Oberliga A;Männer;14. Runde;Liesing ASK;Wacker Wien;Liesing;Siebenhirtenstraße 14;1230;Wien;48.133841;16.291942;https://www.oefb.at/bewerbe/Spiel/3882083/?Liesing-ASK-vs-Wacker-Wien
2026-03-15 23:00:00;1. Klasse A;Männer;14. Runde;Penarol Wien;Vienna 2016;Red Star Auto;Kendlerstrasse 38;1160;Wien;48.20384;16.309532;https://www.oefb.at/bewerbe/Spiel/3884618/?Penarol-Wien-vs-Vienna-2016
2026-03-15 23:00:00;Oberliga A;Männer;14. Runde;Ober St.Veit;Gradisce;ASVÖ 13;Linienamtsg. 7;1130;Wien;48.163089;16.276184;https://www.oefb.at/bewerbe/Spiel/3882200/?Ober-St-Veit-vs-Gradisce
2026-03-15 23:00:00;Oberliga A;Männer;14. Runde;Wiener Sport-Club 1b;Sportunion Mauer 1b;Trainingszentrum Wr. Sportklub;Erdbrustgasse 4-18;1160;Wien;48.215234;16.303975;https://www.oefb.at/bewerbe/Spiel/3882038/?Wiener-Sport-Club-1b-vs-Sportunion-Mauer-1b
2026-03-15 23:00:00;Oberliga A;Männer;14. Runde;Triester;Rennweger SV;Gem.Wien 10, Eibesbrunnerg.;Eibesbrunnergasse 13;1100;Wien;48.16619991249413;16.336755752563477;https://www.oefb.at/bewerbe/Spiel/3882057/?Triester-vs-Rennweger-SV
2026-03-15 23:00:00;Oberliga A;Männer;14. Runde;Inzersdorf;Kurdroj;Gem.Wien Inzersdorf;Vorarlberger Allee 22;1230;Wien;48.135722;16.344692;https://www.oefb.at/bewerbe/Spiel/3882089/?Inzersdorf-vs-Kurdroj
2026-03-15 23:00:00;1. Klasse A;Männer;14. Runde;Yellow Star;Penzinger SV;Ostbahn 11;Hasenleitengasse 49;1110;Wien;48.164581;16.419164;https://www.oefb.at/bewerbe/Spiel/3884368/?Yellow-Star-vs-Penzinger-SV
2026-03-15 23:00:00;1. Klasse A;Männer;14. Runde;Wiener Viktoria 1b;Gipsy Kings Vienna;Wr. Viktoria;Oswaldg. 34;1120;Wien;48.167696;16.324931;https://www.oefb.at/bewerbe/Spiel/3884514/?Wiener-Viktoria-1b-vs-Gipsy-Kings-Vienna
2026-03-15 23:00:00;1. Klasse A;Männer;14. Runde;Margaretner AC;Mariahilf;Gem.Wien 10, Eibesbrunnerg.;Eibesbrunnergasse 13;1100;Wien;48.16619991249413;16.336755752563477;https://www.oefb.at/bewerbe/Spiel/3884597/?Margaretner-AC-vs-Mariahilf
2026-03-16 20:15:00;DSG Senioren 1B;Männer;6. Runde;DSG Idee Sen.;DSG Dynama*Dynamo Donau FC;Marswiese;Neuwaldegger Str. 57a;1170;Wien;48.240031;16.277565;https://www.oefb.at/bewerbe/Spiel/3945943/?DSG-Idee-Sen-vs-DSG-Dynama-Dynamo-Donau-FC
2026-03-16 20:15:00;DSG Senioren 1B;Männer;6. Runde;DSG Leon Guarani Sen.;DSG Rudolfsheim I.F. Sen.;Marswiese;Neuwaldegger Str. 57a;1170;Wien;48.240031;16.277565;https://www.oefb.at/bewerbe/Spiel/3945962/?DSG-Leon-Guarani-Sen-vs-DSG-Rudolfsheim-I-F-Sen-
2026-03-17 20:15:00;DSG Senioren 1B;Männer;6. Runde;DSG Wien Wanderers FC Sen.;DSG Manner Titans Sen.;Marswiese;Neuwaldegger Str. 57a;1170;Wien;48.240031;16.277565;https://www.oefb.at/bewerbe/Spiel/3945952/?DSG-Wien-Wanderers-FC-Sen-vs-DSG-Manner-Titans-Sen-
2026-03-19 20:15:00;DSG Senioren 2;Männer;6. Runde;DSG Vienna Internationals Sen.;DSG Rudolfsheim I.F. Sen.;Marswiese;Neuwaldegger Str. 57a;1170;Wien;48.240031;16.277565;https://www.oefb.at/bewerbe/Spiel/3945895/?DSG-Vienna-Internationals-Sen-vs-DSG-Rudolfsheim-I-F-Sen-
2026-03-19 20:15:00;DSG Senioren 2;Männer;6. Runde;Dsg T.Hietzing Sen.;DSG Inklusiver Spielerpass FC Sen.;Marswiese;Neuwaldegger Str. 57a;1170;Wien;48.240031;16.277565;https://www.oefb.at/bewerbe/Spiel/3945892/?Dsg-T-Hietzing-Sen-vs-DSG-Inklusiver-Spielerpass-FC-Sen-
2026-03-19 22:22:00;DSG 1. Klasse A;Männer;13. Runde;DSG Alxingergasse;Dsg T.Hietzing;Rax-Platz;Raxstr. 3;1100;Wien;48.165093;16.365973;https://www.oefb.at/bewerbe/Spiel/3872211/?DSG-Alxingergasse-vs-Dsg-T-Hietzing
2026-03-19 22:22:00;DSG 1. Klasse A;Männer;13. Runde;DSG Latino Vienna City S.K.;DSG Los Andes FC;Marswiese;Neuwaldegger Str. 57a;1170;Wien;48.240031;16.277565;https://www.oefb.at/bewerbe/Spiel/3872149/?DSG-Latino-Vienna-City-S-K-vs-DSG-Los-Andes-FC
2026-03-19 22:22:00;DSG 1. Klasse A;Männer;13. Runde;DSG Roter Stern;Dsg Neulandschule;Red Star Auto;Kendlerstrasse 38;1160;Wien;48.20384;16.309532;https://www.oefb.at/bewerbe/Spiel/3872173/?DSG-Roter-Stern-vs-Dsg-Neulandschule
2026-03-19 22:22:00;DSG 1. Klasse A;Männer;13. Runde;DSG Pötzleinsdorf 1.SC;DSG Atemnot;First Vienna Football Campus;Spielmanng. 8;1200;Wien;48.242739;16.370454;https://www.oefb.at/bewerbe/Spiel/3872250/?DSG-Poetzleinsdorf-1-SC-vs-DSG-Atemnot
2026-03-19 22:22:00;DSG 1. Klasse A;Männer;13. Runde;DSG Vienna Warriors;DSG Lokomotive Traisen FC;Ostbahn 11;Hasenleitengasse 49;1110;Wien;48.164581;16.419164;https://www.oefb.at/bewerbe/Spiel/3872172/?DSG-Vienna-Warriors-vs-DSG-Lokomotive-Traisen-FC
2026-03-19 22:22:00;DSG 2. Klasse A;Männer;11. Runde;DSG Real Döbling;DSG Young Boys Döbling;Fortuna 05;Krottenbachstr. 53;1190;Wien;48.240363;16.335761;https://www.oefb.at/bewerbe/Spiel/3872456/?DSG-Real-Doebling-vs-DSG-Young-Boys-Doebling
2026-03-19 22:22:00;DSG 2. Klasse A;Männer;11. Runde;DSG Porzelona Future Team;Marswiese 1b;Trainingszentrum Wr. Sportklub;Erdbrustgasse 4-18;1160;Wien;48.215234;16.303975;https://www.oefb.at/bewerbe/Spiel/3872399/?DSG-Porzelona-Future-Team-vs-Marswiese-1b
2026-03-19 22:22:00;DSG 2. Klasse A;Männer;11. Runde;DSG Dritter FC Bock;Marianum 1b;LAC;Baumg. 87;1030;Wien;48.19099;16.408953;https://www.oefb.at/bewerbe/Spiel/3872409/?DSG-Dritter-FC-Bock-vs-Marianum-1b
2026-03-19 22:22:00;DSG 2. Klasse B;Männer;9. Runde;DSG Recht Entspannt;DSG Finanzprofis Wr. Neustadt;Polizei Sportanlage;Dampfschiffhaufen;1220;Wien;48.221112;16.430898;https://www.oefb.at/bewerbe/Spiel/3872502/?DSG-Recht-Entspannt-vs-DSG-Finanzprofis-Wr-Neustadt
2026-03-19 22:22:00;DSG 2. Klasse B;Männer;9. Runde;Dsg Panda;DSG Blau-Weiß Donau;Polizei Sportanlage;Dampfschiffhaufen;1220;Wien;48.221112;16.430898;https://www.oefb.at/bewerbe/Spiel/3872463/?Dsg-Panda-vs-DSG-Blau-Weiss-Donau
2026-03-19 22:22:00;DSG 2. Klasse B;Männer;9. Runde;DSG Football School;DSG Equipo;Nord Wien Platz;Jedlersdorfer Platz 25;1210;Wien;48.28306;16.409595;https://www.oefb.at/bewerbe/Spiel/3872482/?DSG-Football-School-vs-DSG-Equipo
2026-03-19 22:22:00;DSG Unterliga B;Männer;13. Runde;DSG Kasnudl Athletic Club;DSG Wiener SK Lation;Red Star Auto;Kendlerstrasse 38;1160;Wien;48.20384;16.309532;https://www.oefb.at/bewerbe/Spiel/3872095/?DSG-Kasnudl-Athletic-Club-vs-DSG-Wiener-SK-Lation
2026-03-19 22:22:00;DSG 2. Klasse A;Männer;11. Runde;DSG Danubia CSV FC;DSG 1150 Allstars FC;Aspern;Biberhaufenweg 18;1220;Wien;48.214871;16.48207;https://www.oefb.at/bewerbe/Spiel/3872408/?DSG-Danubia-CSV-FC-vs-DSG-1150-Allstars-FC
2026-03-19 22:22:00;DSG 1. Klasse A;Männer;13. Runde;DSG PlayTogetherNow Funs;DSG Lagerwiese;Staw-Platz / KSV-Platz;Rustenschacher Allee 3-5;1020;Wien;48.209699;16.399002;https://www.oefb.at/bewerbe/Spiel/3872152/?DSG-PlayTogetherNow-Funs-vs-DSG-Lagerwiese
2026-03-19 22:22:00;DSG Reserve;Männer;13. Runde;DSG Pötzleinsdorf 1.SC;Dsg Celtic Salmannsd.;First Vienna Football Campus;Spielmanng. 8;1200;Wien;48.242739;16.370454;https://www.oefb.at/bewerbe/Spiel/3872526/?DSG-Poetzleinsdorf-1-SC-vs-Dsg-Celtic-Salmannsd-
2026-03-19 22:22:00;DSG Unterliga B;Männer;13. Runde;DSG Vienna Vibes;DSG Meetup United;Wienerberg Arena;Computerstr. 3;1100;Wien;48.157919;16.3396;https://www.oefb.at/bewerbe/Spiel/3872009/?DSG-Vienna-Vibes-vs-DSG-Meetup-United
2026-03-19 22:22:00;DSG Unterliga B;Männer;13. Runde;DSG Vienna Falcons;DSG LGV Wien;Marswiese;Neuwaldegger Str. 57a;1170;Wien;48.240031;16.277565;https://www.oefb.at/bewerbe/Spiel/3872086/?DSG-Vienna-Falcons-vs-DSG-LGV-Wien
2026-03-19 22:22:00;DSG Unterliga B;Männer;13. Runde;DSG Hotel Kalcio;DSG Play Together Now;Slovan HAC;Steinbruchstr. 5a;1140;Wien;48.204405;16.305012;https://www.oefb.at/bewerbe/Spiel/3872091/?DSG-Hotel-Kalcio-vs-DSG-Play-Together-Now
2026-03-19 22:22:00;DSG Unterliga B;Männer;13. Runde;DSG District West AS;DSG Nepomuk;Slovan HAC;Steinbruchstr. 5a;1140;Wien;48.204405;16.305012;https://www.oefb.at/bewerbe/Spiel/3872085/?DSG-District-West-AS-vs-DSG-Nepomuk
2026-03-19 22:22:00;DSG Unterliga A;Männer;13. Runde;DSG Südtirol 16;DSG 1. FC FI;Red Star Auto;Kendlerstrasse 38;1160;Wien;48.20384;16.309532;https://www.oefb.at/bewerbe/Spiel/3871971/?DSG-Suedtirol-16-vs-DSG-1-FC-FI
2026-03-19 22:22:00;DSG Unterliga A;Männer;13. Runde;DSG Porzelona;DSG Meidling;Trainingszentrum Wr. Sportklub;Erdbrustgasse 4-18;1160;Wien;48.215234;16.303975;https://www.oefb.at/bewerbe/Spiel/3871869/?DSG-Porzelona-vs-DSG-Meidling
2026-03-19 22:22:00;DSG Unterliga A;Männer;13. Runde;DSG Torpedo Wien;DSG Milord BLANCO FC;Red Star Auto;Kendlerstrasse 38;1160;Wien;48.20384;16.309532;https://www.oefb.at/bewerbe/Spiel/3871901/?DSG-Torpedo-Wien-vs-DSG-Milord-BLANCO-FC
2026-03-19 22:22:00;DSG Unterliga A;Männer;13. Runde;DSG Argos United 09;DSG Dynamo Deluxe;Franz Koci Anlage;Franz Koci-Straße 1;1100;Wien;48.144813;16.395031;https://www.oefb.at/bewerbe/Spiel/3871884/?DSG-Argos-United-09-vs-DSG-Dynamo-Deluxe
2026-03-19 22:22:00;DSG Unterliga A;Männer;13. Runde;DSG Spice Balls All Stars;DSG Rudolfsheim I.F.;Franz Koci Anlage;Franz Koci-Straße 1;1100;Wien;48.144813;16.395031;https://www.oefb.at/bewerbe/Spiel/3871965/?DSG-Spice-Balls-All-Stars-vs-DSG-Rudolfsheim-I-F-
2026-03-19 22:22:00;DSG Unterliga B;Männer;13. Runde;Dsg Celtic Hernals;Dsg Endstation Hernals;Red Star Auto;Kendlerstrasse 38;1160;Wien;48.20384;16.309532;https://www.oefb.at/bewerbe/Spiel/3872026/?Dsg-Celtic-Hernals-vs-Dsg-Endstation-Hernals
2026-03-19 22:22:00;DSG Unterliga A;Männer;13. Runde;DSG Hernalser Spartans FC;DSG Sektor 17;Red Star Auto;Kendlerstrasse 38;1160;Wien;48.20384;16.309532;https://www.oefb.at/bewerbe/Spiel/3871875/?DSG-Hernalser-Spartans-FC-vs-DSG-Sektor-17
2026-03-19 22:22:00;DSG Oberliga A;Männer;13. Runde;DSG Kollegium / Kalksburg;DSG Vienna Internationals;Union Mauer;Erhardg. 2;1230;Wien;48.155411;16.277243;https://www.oefb.at/bewerbe/Spiel/3871501/?DSG-Kollegium-Kalksburg-vs-DSG-Vienna-Internationals
2026-03-19 22:22:00;DSG 2. Klasse B;Männer;9. Runde;DSG Aurora Athletics;ASK Erlaa Torpedo 03 1b;Polizei Sportanlage;Dampfschiffhaufen;1220;Wien;48.221112;16.430898;https://www.oefb.at/bewerbe/Spiel/3872473/?DSG-Aurora-Athletics-vs-ASK-Erlaa-Torpedo-03-1b
2026-03-19 22:22:00;DSG Reserve;Männer;13. Runde;DSG Hernalser Spartans FC;DSG Ukraina Wien SKV;Red Star Auto;Kendlerstrasse 38;1160;Wien;48.20384;16.309532;https://www.oefb.at/bewerbe/Spiel/3872580/?DSG-Hernalser-Spartans-FC-vs-DSG-Ukraina-Wien-SKV
2026-03-19 22:22:00;DSG 1. Klasse B;Männer;13. Runde;DSG Athletes In Action;DSG Athletik Kalksburg;Aspern;Biberhaufenweg 18;1220;Wien;48.214871;16.48207;https://www.oefb.at/bewerbe/Spiel/3872277/?DSG-Athletes-In-Action-vs-DSG-Athletik-Kalksburg
2026-03-19 22:22:00;DSG Reserve;Männer;13. Runde;DSG Vienna Vibes;DSG Vienna Internationals;Wienerberg Arena;Computerstr. 3;1100;Wien;48.157919;16.3396;https://www.oefb.at/bewerbe/Spiel/3872530/?DSG-Vienna-Vibes-vs-DSG-Vienna-Internationals
2026-03-19 22:22:00;DSG 1. Klasse B;Männer;13. Runde;DSG Irgendwelche FC;Dsg Blue Danube;Leopoldau;Eipeldauerstr. 6;1210;Wien;48.262302;16.435964;https://www.oefb.at/bewerbe/Spiel/3872359/?DSG-Irgendwelche-FC-vs-Dsg-Blue-Danube
2026-03-19 22:22:00;DSG Oberliga B;Männer;13. Runde;DSG Salzachsturm;DSG Royal Vienna;Slovan HAC;Steinbruchstr. 5a;1140;Wien;48.204405;16.305012;https://www.oefb.at/bewerbe/Spiel/3871583/?DSG-Salzachsturm-vs-DSG-Royal-Vienna
2026-03-19 22:22:00;DSG Oberliga A;Männer;13. Runde;DSG Philadelphia AC;DSG WU Kickers;Polizei Sportanlage;Dampfschiffhaufen;1220;Wien;48.221112;16.430898;https://www.oefb.at/bewerbe/Spiel/3871519/?DSG-Philadelphia-AC-vs-DSG-WU-Kickers
2026-03-19 22:22:00;DSG Oberliga A;Männer;13. Runde;DSG Sonntag 2012;DSG Royal Rainer;Slovan HAC;Steinbruchstr. 5a;1140;Wien;48.204405;16.305012;https://www.oefb.at/bewerbe/Spiel/3871439/?DSG-Sonntag-2012-vs-DSG-Royal-Rainer
2026-03-19 22:22:00;DSG Oberliga A;Männer;13. Runde;DSG Mödling;DSG Rudell SKF;Rapid Oberlaa;Franzosenweg 34;1100;Wien;48.139637;16.38679;https://www.oefb.at/bewerbe/Spiel/3871517/?DSG-Moedling-vs-DSG-Rudell-SKF
2026-03-19 22:22:00;DSG Oberliga A;Männer;13. Runde;DSG Paulaner Wieden;DSG Großglockner Falken;Staw-Platz / KSV-Platz;Rustenschacher Allee 3-5;1020;Wien;48.209699;16.399002;https://www.oefb.at/bewerbe/Spiel/3871463/?DSG-Paulaner-Wieden-vs-DSG-Grossglockner-Falken
2026-03-19 22:22:00;DSG Oberliga A;Männer;13. Runde;DSG Ebu Hanife Wien;DSG Union 13;Franz Hölbl Anlage / Anker Arena;Heuberggstättenstr. 1;1100;Wien;48.159325;16.367574;https://www.oefb.at/bewerbe/Spiel/3871481/?DSG-Ebu-Hanife-Wien-vs-DSG-Union-13
2026-03-19 22:22:00;DSG LIGA;Männer;13. Runde;Dsg Spice Balls;DSG Semper Victoria;Franz Koci Anlage;Franz Koci-Straße 1;1100;Wien;48.144813;16.395031;https://www.oefb.at/bewerbe/Spiel/3871284/?Dsg-Spice-Balls-vs-DSG-Semper-Victoria
2026-03-19 22:22:00;DSG Oberliga B;Männer;13. Runde;DSG Lokomotive Döbling;DSG Ukraina Wien SKV;NAC;Grinzinger Straße 111;1190;Wien;48.254256;16.360667;https://www.oefb.at/bewerbe/Spiel/3871626/?DSG-Lokomotive-Doebling-vs-DSG-Ukraina-Wien-SKV
2026-03-19 22:22:00;DSG Oberliga B;Männer;13. Runde;DSG Going Toulouse;Dsg O.St.Veit.Bierstube;Helfort;Kendlerstr. 42;1160;Wien;48.205946;16.310258;https://www.oefb.at/bewerbe/Spiel/3871582/?DSG-Going-Toulouse-vs-Dsg-O-St-Veit-Bierstube
2026-03-19 22:22:00;DSG LIGA;Männer;13. Runde;DSG Magic Unicorns;DSG Dynama*Dynamo Donau FC;Rapid Oberlaa;Franzosenweg 34;1100;Wien;48.139637;16.38679;https://www.oefb.at/bewerbe/Spiel/3871304/?DSG-Magic-Unicorns-vs-DSG-Dynama-Dynamo-Donau-FC
2026-03-19 22:22:00;DSG LIGA;Männer;13. Runde;Dsg AFC Hietzing;DSG SUSA Vienna;Helfort;Kendlerstr. 42;1160;Wien;48.205946;16.310258;https://www.oefb.at/bewerbe/Spiel/3871274/?Dsg-AFC-Hietzing-vs-DSG-SUSA-Vienna
2026-03-19 22:22:00;DSG LIGA;Männer;13. Runde;Dsg Cover-Direct SC;DSG Torpedo Lainz;WAF Gruabn;Meldemannstr. 13;1200;Wien;48.239916;16.377702;https://www.oefb.at/bewerbe/Spiel/3871279/?Dsg-Cover-Direct-SC-vs-DSG-Torpedo-Lainz
2026-03-19 22:22:00;DSG Reserve;Männer;13. Runde;DSG Paulaner Wieden;DSG Los Andes FC;Staw-Platz / KSV-Platz;Rustenschacher Allee 3-5;1020;Wien;48.209699;16.399002;https://www.oefb.at/bewerbe/Spiel/3872548/?DSG-Paulaner-Wieden-vs-DSG-Los-Andes-FC
