href,source_url,first_seen_utc
https://www.oefb.at/bewerbe/Spiel/3865881/?FK-Austria-Wien-vs-RZ-Pellets-WAC,https://wfv.at/wfv/Bewerb/227113?ADMIRAL-Bundesliga-Grunddurchgang,2026-05-26T17:22:05Z
https://www.oefb.at/bewerbe/Spiel/3865802/?SK-Puntigamer-Sturm-Graz-vs-SK-Rapid,https://wfv.at/wfv/Bewerb/227113?ADMIRAL-Bundesliga-Grunddurchgang,2026-05-26T17:22:05Z
https://www.oefb.at/bewerbe/Spiel/3865808/?WSG-Tirol-vs-LASK,https://wfv.at/wfv/Bewerb/227113?ADMIRAL-Bundesliga-Grunddurchgang,2026-05-26T17:22:05Z
https://www.oefb.at/bewerbe/Spiel/3865877/?FC-Red-Bull-Salzburg-vs-Grazer-AK-1902,https://wfv.at/wfv/Bewerb/227113?ADMIRAL-Bundesliga-Grunddurchgang,2026-05-26T17:22:05Z
https://www.oefb.at/bewerbe/Spiel/3865816/?FC-Blau-Weiss-Linz-vs-TSV-Egger-Glas-Hartberg,https://wfv.at/wfv/Bewerb/227113?ADMIRAL-Bundesliga-Grunddurchgang,2026-05-26T17:22:05Z
https://www.oefb.at/bewerbe/Spiel/3865840/?SCR-Altach-vs-SV-Oberbank-Ried,https://wfv.at/wfv/Bewerb/227113?ADMIRAL-Bundesliga-Grunddurchgang,2026-05-26T17:22:05Z
https://www.oefb.at/bewerbe/Spiel/3865861/?LASK-vs-FK-Austria-Wien,https://wfv.at/wfv/Bewerb/227113?ADMIRAL-Bundesliga-Grunddurchgang,2026-05-26T17:22:05Z
https://www.oefb.at/bewerbe/Spiel/3865805/?RZ-Pellets-WAC-vs-FC-Blau-Weiss-Linz,https://wfv.at/wfv/Bewerb/227113?ADMIRAL-Bundesliga-Grunddurchgang,2026-05-26T17:22:05Z
https://www.oefb.at/bewerbe/Spiel/3865831/?SK-Rapid-vs-SCR-Altach,https://wfv.at/wfv/Bewerb/227113?ADMIRAL-Bundesliga-Grunddurchgang,2026-05-26T17:22:05Z
https://www.oefb.at/bewerbe/Spiel/3865841/?SV-Oberbank-Ried-vs-SK-Puntigamer-Sturm-Graz,https://wfv.at/wfv/Bewerb/227113?ADMIRAL-Bundesliga-Grunddurchgang,2026-05-26T17:22:05Z
https://www.oefb.at/bewerbe/Spiel/3865823/?Grazer-AK-1902-vs-WSG-Tirol,https://wfv.at/wfv/Bewerb/227113?ADMIRAL-Bundesliga-Grunddurchgang,2026-05-26T17:22:05Z
https://www.oefb.at/bewerbe/Spiel/3865905/?TSV-Egger-Glas-Hartberg-vs-FC-Red-Bull-Salzburg,https://wfv.at/wfv/Bewerb/227113?ADMIRAL-Bundesliga-Grunddurchgang,2026-05-26T17:22:05Z
